Education_Level,Experience,Projects,Skills,Certifications,Domain,Job Role,Courses,Keywords,Technologies
Master,5+ years,"Cloud Computing, Machine Learning","Docker, Python, Java, React, AWS","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, Python, AWS, Docker, Java, React, Cloud Computing","AWS, Docker, Java, React"
Bachelor,3-5 years,"Web Development, Data Science","Docker, Java, AWS",AWS Certified,IT,Web Developer,AWS Training,"Data Science, AWS, Docker, Java, Web Development","AWS, Docker, Java"
Master,3-5 years,Web Development,"React, ML, SQL, Java, Python",Google Data Engineer,IT,Web Developer,Google Cloud Certification,"Python, React, Java, ML, SQL, Web Development","React, Java, ML, SQL"
Master,5+ years,Cloud Computing,"React, ML, SQL, Docker","Azure Fundamentals, AWS Certified",IT,Cloud Engineer,"AWS Training, Azure Fundamentals","Docker, ML, SQL, React, Cloud Computing","Docker, ML, SQL, React"
Master,5+ years,"Machine Learning, Cybersecurity, Cloud Computing","ML, SQL, Java, React, Python",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Python, Cybersecurity, ML, Java, SQL, React, Cloud Computing","ML, Java, SQL, React"
Master,0-1 years,"Machine Learning, Data Science, Cybersecurity","Python, AWS, ML, SQL","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, Python, Data Science, AWS, Cybersecurity, ML, SQL","AWS, ML, SQL"
Bachelor,5+ years,"Machine Learning, Cybersecurity","Python, Java, Docker, ML, React",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Python, Cybersecurity, Docker, Java, ML, React","Docker, Java, ML, React"
Bachelor,1-3 years,"Cloud Computing, Machine Learning, Web Development","Docker, SQL, ML, Java","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, Docker, ML, Java, SQL, Web Development, Cloud Computing","Docker, ML, Java, SQL"
Bachelor,3-5 years,"Data Science, Cybersecurity, Cloud Computing","ML, Java, Python","AWS Certified, Azure Fundamentals",IT,Cloud Engineer,"AWS Training, Azure Fundamentals","Python, Data Science, Cybersecurity, Java, ML, Cloud Computing","Java, ML"
Master,1-3 years,Web Development,"SQL, React, Python, AWS","Google Data Engineer, Azure Fundamentals",IT,Web Developer,"Azure Fundamentals, Google Cloud Certification","Python, AWS, React, SQL, Web Development","AWS, React, SQL"
Bachelor,0-1 years,"Cybersecurity, Machine Learning, Cloud Computing","AWS, ML, SQL",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, AWS, Cybersecurity, ML, SQL, Cloud Computing","AWS, ML, SQL"
Bachelor,0-1 years,AI,"Java, Docker, AWS",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"AI, AWS, Docker, Java","AWS, Docker, Java"
PhD,5+ years,"Cybersecurity, Data Science","Docker, Java, React, Python","Azure Fundamentals, AWS Certified",IT,Data Scientist,"AWS Training, Azure Fundamentals","Python, Data Science, Cybersecurity, Docker, Java, React","Docker, Java, React"
PhD,3-5 years,"Machine Learning, Cloud Computing","Python, Java, ML, React",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, Java, ML, React, Cloud Computing","Java, ML, React"
PhD,5+ years,Cloud Computing,"Python, SQL, AWS","Azure Fundamentals, AWS Certified",IT,Cloud Engineer,"AWS Training, Azure Fundamentals","SQL, Python, AWS, Cloud Computing","SQL, AWS"
Master,5+ years,Cybersecurity,"Python, Docker, AWS, React, ML","Google Data Engineer, AWS Certified",IT,Software Engineer,"AWS Training, Google Cloud Certification","Python, AWS, Cybersecurity, Docker, ML, React","AWS, Docker, ML, React"
Master,5+ years,"Data Science, Cybersecurity, AI","SQL, AWS, ML","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Data Science, Cybersecurity, AWS, AI, ML, SQL","AWS, ML, SQL"
Bachelor,5+ years,"Cybersecurity, Web Development, Machine Learning","SQL, AWS, Java, Docker, Python",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Python, AWS, Cybersecurity, Docker, Java, SQL, Web Development","AWS, Docker, Java, SQL"
PhD,3-5 years,"AI, Web Development","SQL, Docker, Java, ML, AWS","AWS Certified, Google Data Engineer",IT,AI Engineer,"AWS Training, Google Cloud Certification","AWS, AI, Docker, Java, ML, SQL, Web Development","AWS, Docker, Java, ML, SQL"
Bachelor,3-5 years,"AI, Machine Learning","React, Docker, Java, ML",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, AI, Docker, Java, ML, React","Docker, Java, ML, React"
PhD,1-3 years,Machine Learning,"ML, Docker, AWS, Java","AWS Certified, Google Data Engineer",IT,AI Engineer,"AWS Training, Google Cloud Certification","Machine Learning, AWS, Docker, Java, ML","AWS, Docker, Java, ML"
PhD,0-1 years,Cybersecurity,"Docker, SQL, ML, React, AWS","AWS Certified, Google Data Engineer",IT,Software Engineer,"AWS Training, Google Cloud Certification","Cybersecurity, AWS, Docker, ML, SQL, React","AWS, Docker, ML, SQL, React"
Bachelor,5+ years,"Cybersecurity, Machine Learning","React, Java, SQL, Python",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, Cybersecurity, Java, SQL, React","Java, SQL, React"
Master,3-5 years,"AI, Data Science","ML, React, SQL, Python, Java","Google Data Engineer, AWS Certified",IT,AI Engineer,"AWS Training, Google Cloud Certification","Python, Data Science, AI, ML, Java, SQL, React","ML, Java, SQL, React"
Master,1-3 years,Data Science,"Docker, AWS, Java, Python","Azure Fundamentals, AWS Certified",IT,Data Scientist,"AWS Training, Azure Fundamentals","Python, Data Science, AWS, Docker, Java","AWS, Docker, Java"
Bachelor,3-5 years,"AI, Cloud Computing, Web Development","AWS, React, Python, Java, SQL",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Python, AWS, React, AI, Java, SQL, Web Development, Cloud Computing","AWS, React, Java, SQL"
Bachelor,5+ years,"Cloud Computing, AI","SQL, ML, React","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","AI, ML, SQL, React, Cloud Computing","ML, SQL, React"
Bachelor,3-5 years,"Data Science, AI","ML, AWS, SQL, Docker",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Data Science, AWS, AI, Docker, ML, SQL","AWS, Docker, ML, SQL"
PhD,1-3 years,"Cloud Computing, Machine Learning","Python, Java, React, SQL, Docker",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Python, Docker, Java, SQL, React, Cloud Computing","Docker, Java, SQL, React"
Bachelor,3-5 years,"Cloud Computing, AI","Java, React, SQL, ML, Docker","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","AI, Docker, Java, ML, SQL, React, Cloud Computing","Docker, Java, ML, SQL, React"
Master,1-3 years,Data Science,"Docker, ML, Python, SQL",Google Data Engineer,IT,Data Scientist,Google Cloud Certification,"Python, Data Science, Docker, ML, SQL","Docker, ML, SQL"
PhD,1-3 years,"Data Science, Web Development","ML, React, Python",Google Data Engineer,IT,Web Developer,Google Cloud Certification,"Python, Data Science, React, ML, Web Development","React, ML"
PhD,3-5 years,"Cloud Computing, AI, Machine Learning","Java, AWS, React","Google Data Engineer, Azure Fundamentals",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, AWS, AI, Java, React, Cloud Computing","AWS, Java, React"
Master,0-1 years,"Data Science, Web Development","React, AWS, Java, Python",Google Data Engineer,IT,Web Developer,Google Cloud Certification,"Python, Data Science, AWS, React, Java, Web Development","AWS, React, Java"
PhD,1-3 years,Cybersecurity,"React, Java, Docker","Azure Fundamentals, AWS Certified",IT,Software Engineer,"AWS Training, Azure Fundamentals","Java, Docker, React, Cybersecurity","Java, Docker, React"
Bachelor,3-5 years,AI,"SQL, Java, AWS, Docker","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","AWS, AI, Docker, Java, SQL","AWS, Docker, Java, SQL"
PhD,3-5 years,AI,"SQL, AWS, ML, React, Docker","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","AWS, AI, Docker, ML, SQL, React","AWS, Docker, ML, SQL, React"
Master,5+ years,"Cloud Computing, Cybersecurity","AWS, SQL, React, ML, Python",AWS Certified,IT,Cloud Engineer,AWS Training,"Python, AWS, Cybersecurity, ML, SQL, React, Cloud Computing","AWS, ML, SQL, React"
PhD,1-3 years,Data Science,"Java, React, Python","Azure Fundamentals, Google Data Engineer",IT,Data Scientist,"Azure Fundamentals, Google Cloud Certification","Data Science, Python, React, Java","React, Java"
PhD,3-5 years,"Cybersecurity, Machine Learning","AWS, Docker, SQL","Google Data Engineer, Azure Fundamentals",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, AWS, Cybersecurity, Docker, SQL","AWS, Docker, SQL"
PhD,1-3 years,"AI, Data Science","Python, Java, AWS","Google Data Engineer, Azure Fundamentals",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Python, Data Science, AWS, AI, Java","AWS, Java"
PhD,1-3 years,AI,"SQL, Java, AWS",AWS Certified,IT,AI Engineer,AWS Training,"AI, SQL, AWS, Java","SQL, AWS, Java"
PhD,1-3 years,"Web Development, Cybersecurity","Docker, SQL, React",Google Data Engineer,IT,Web Developer,Google Cloud Certification,"Cybersecurity, React, Docker, SQL, Web Development","React, Docker, SQL"
Bachelor,5+ years,"Cybersecurity, Web Development, Machine Learning","ML, React, AWS","Google Data Engineer, AWS Certified",IT,AI Engineer,"AWS Training, Google Cloud Certification","Machine Learning, Cybersecurity, AWS, React, ML, Web Development","AWS, React, ML"
PhD,5+ years,"Cloud Computing, Machine Learning","Java, React, ML, AWS","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, AWS, Java, ML, React, Cloud Computing","AWS, Java, ML, React"
PhD,0-1 years,"Machine Learning, Cybersecurity","React, SQL, Docker, Java",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Cybersecurity, Docker, Java, SQL, React","Docker, Java, SQL, React"
Bachelor,1-3 years,"Cybersecurity, AI, Machine Learning","ML, AWS, Python, Docker",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Machine Learning, Python, AWS, Cybersecurity, AI, Docker, ML","AWS, Docker, ML"
PhD,0-1 years,Data Science,"AWS, SQL, React, Java","AWS Certified, Azure Fundamentals",IT,Data Scientist,"AWS Training, Azure Fundamentals","Data Science, AWS, Java, SQL, React","AWS, Java, SQL, React"
PhD,5+ years,Web Development,"React, Java, ML",Azure Fundamentals,IT,Web Developer,Azure Fundamentals,"Web Development, Java, React, ML","Java, React, ML"
PhD,0-1 years,"Machine Learning, Web Development, Cloud Computing","Docker, Python, ML, Java, AWS",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Python, AWS, Docker, ML, Java, Web Development, Cloud Computing","AWS, Docker, ML, Java"
PhD,0-1 years,"Web Development, AI, Machine Learning","React, ML, Docker, SQL","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, React, AI, Docker, ML, SQL, Web Development","React, Docker, ML, SQL"
PhD,0-1 years,Cloud Computing,"Docker, ML, React, SQL","AWS Certified, Google Data Engineer",IT,Cloud Engineer,"AWS Training, Google Cloud Certification","Docker, ML, SQL, React, Cloud Computing","Docker, ML, SQL, React"
Master,0-1 years,"Cybersecurity, AI, Cloud Computing","ML, Docker, SQL, React",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Cybersecurity, AI, Docker, ML, SQL, React, Cloud Computing","Docker, ML, SQL, React"
Bachelor,5+ years,"Cybersecurity, Cloud Computing, Web Development","Python, AWS, Docker","Azure Fundamentals, AWS Certified",IT,Web Developer,"AWS Training, Azure Fundamentals","Python, AWS, Cybersecurity, Docker, Web Development, Cloud Computing","AWS, Docker"
Master,0-1 years,Data Science,"React, Python, ML, Docker, AWS","AWS Certified, Azure Fundamentals",IT,Data Scientist,"AWS Training, Azure Fundamentals","Python, Data Science, AWS, Docker, ML, React","AWS, Docker, ML, React"
Bachelor,3-5 years,"Machine Learning, Web Development, Cloud Computing","Java, React, Docker","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, React, Docker, Java, Web Development, Cloud Computing","React, Docker, Java"
Master,3-5 years,Web Development,"ML, Docker, AWS, Python, SQL","Azure Fundamentals, Google Data Engineer",IT,Web Developer,"Azure Fundamentals, Google Cloud Certification","Python, AWS, Docker, ML, SQL, Web Development","AWS, Docker, ML, SQL"
PhD,1-3 years,Machine Learning,"ML, SQL, Java","Google Data Engineer, Azure Fundamentals",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","SQL, Java, Machine Learning, ML","SQL, Java, ML"
PhD,3-5 years,"AI, Web Development, Machine Learning","Docker, Java, ML, React",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, React, AI, Docker, Java, ML, Web Development","React, Docker, Java, ML"
PhD,3-5 years,"Web Development, Data Science, AI","SQL, Java, React, AWS, Python",Azure Fundamentals,IT,AI Engineer,Azure Fundamentals,"Python, Data Science, AWS, React, AI, Java, SQL, Web Development","AWS, React, Java, SQL"
Master,0-1 years,"AI, Cybersecurity, Data Science","ML, Python, React","AWS Certified, Google Data Engineer",IT,AI Engineer,"AWS Training, Google Cloud Certification","Python, Data Science, Cybersecurity, AI, ML, React","ML, React"
Master,0-1 years,"Cloud Computing, Machine Learning, AI","React, Java, Docker, SQL","Google Data Engineer, AWS Certified",IT,AI Engineer,"AWS Training, Google Cloud Certification","Machine Learning, AI, Docker, Java, SQL, React, Cloud Computing","Docker, Java, SQL, React"
PhD,0-1 years,Data Science,"ML, Docker, React, SQL, AWS","Google Data Engineer, Azure Fundamentals",IT,Data Scientist,"Azure Fundamentals, Google Cloud Certification","Data Science, AWS, Docker, ML, SQL, React","AWS, Docker, ML, SQL, React"
PhD,0-1 years,Web Development,"Java, ML, Python, Docker","Azure Fundamentals, Google Data Engineer",IT,Web Developer,"Azure Fundamentals, Google Cloud Certification","Python, Docker, Java, ML, Web Development","Docker, Java, ML"
PhD,1-3 years,Cloud Computing,"Docker, SQL, Python",Google Data Engineer,IT,Cloud Engineer,Google Cloud Certification,"SQL, Docker, Python, Cloud Computing","SQL, Docker"
PhD,1-3 years,Data Science,"ML, SQL, React","Azure Fundamentals, AWS Certified",IT,Data Scientist,"AWS Training, Azure Fundamentals","SQL, Data Science, React, ML","SQL, React, ML"
PhD,5+ years,"Machine Learning, Cloud Computing","Java, ML, React, Python",Google Data Engineer,IT,AI Engineer,Google Cloud Certification,"Machine Learning, Python, Java, ML, React, Cloud Computing","Java, ML, React"
Master,0-1 years,Web Development,"Java, Python, React, ML, SQL","Google Data Engineer, AWS Certified",IT,Web Developer,"AWS Training, Google Cloud Certification","Python, React, Java, ML, SQL, Web Development","React, Java, ML, SQL"
PhD,1-3 years,"Cybersecurity, Web Development","Python, AWS, ML, Java, Docker",Google Data Engineer,IT,Web Developer,Google Cloud Certification,"Python, AWS, Cybersecurity, Docker, ML, Java, Web Development","AWS, Docker, ML, Java"
Master,3-5 years,"AI, Machine Learning","SQL, Java, Python, AWS",AWS Certified,IT,AI Engineer,AWS Training,"Machine Learning, Python, AWS, AI, Java, SQL","AWS, Java, SQL"
Master,5+ years,Cybersecurity,"Docker, ML, Python",Azure Fundamentals,IT,Software Engineer,Azure Fundamentals,"Docker, Cybersecurity, Python, ML","Docker, ML"
PhD,0-1 years,"Machine Learning, AI","Python, ML, Java, Docker, AWS","Azure Fundamentals, Google Data Engineer",IT,AI Engineer,"Azure Fundamentals, Google Cloud Certification","Machine Learning, Python, AWS, AI, Docker, Java, ML","AWS, Docker, Java, ML"
Bachelor,3-5 years,"Machine Learning, Cloud Computing","Java, AWS, SQL, ML","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, AWS, Java, ML, SQL, Cloud Computing","AWS, Java, ML, SQL"
PhD,5+ years,Web Development,"ML, React, SQL, AWS, Python",Google Data Engineer,IT,Web Developer,Google Cloud Certification,"Python, AWS, React, ML, SQL, Web Development","AWS, React, ML, SQL"
Master,3-5 years,"AI, Cloud Computing","Docker, Python, React","AWS Certified, Azure Fundamentals",IT,AI Engineer,"AWS Training, Azure Fundamentals","Python, AI, Docker, React, Cloud Computing","Docker, React"
Bachelor,3-5 years,"Cybersecurity, Machine Learning, Web Development","Docker, SQL, React, Java","Azure Fundamentals, AWS Certified",IT,AI Engineer,"AWS Training, Azure Fundamentals","Machine Learning, Cybersecurity, React, Docker, Java, SQL, Web Development","React, Docker, Java, SQL"
Master,5+ years,"AI, Data Science","SQL, React, Java",AWS Certified,IT,AI Engineer,AWS Training,"Data Science, AI, Java, SQL, React","Java, SQL, React"
Master,3-5 years,"Web Development, Cloud Computing, Cybersecurity","Python, AWS, Java",AWS Certified,IT,Web Developer,AWS Training,"Python, AWS, Cybersecurity, Java, Web Development, Cloud Computing","AWS, Java"
